"","TWEETS"
"5611","na na ate moon kharap er kichu ney ...trailer e holo ..picture suru hok..kahani to ami likhbo ..."
"5612","amer choice aber khub khrp..ami ahonkari.hingsute..unmishukhe .selfish.agulo chaina..tai kopal khrp paina.tachara koto"
"5613","baat me dum to hain. rustom ka phatka 440ka jhatka"
"5614","then tag amar &amp; send him a kick emoji"
"5615","oh."
"5616","dp mein. behan??"
"5617","paas mein kaun hai??"
"5618","control karliya"
"5619","ektai problem theke jacche amar moddhe aaj samrat mukherjee o bollo , amar moddhe sei seriousness ta asche na ekhno :("
"5620","oi bose er headphone ta diye photoshoot dilo na , bollo accessories not allowed :( sobai korlo just amar tai holo na"
"5621","jano aaj abar class e beijjati hoye gelo amar :("
"5622","unse jhagda kyu hua (?"
"5623","during airlift, only 1 holiday it got. n coll was 17cr. without holiday it wud hv 10. so not muc"
"5624","joy guru !!! lalon khepa r doya e bhalo aachi amra. tumi kemon ? bou maa bhalo toh??"
"5625","next time jeno tumi iiii theko anchoring e"
"5626","don badsha tumi ekdom fatiye diyecho what look havy chilo action comedy with potano hahah"
"5627","bhai eshanul, tumi ki sunecho what this guy has said about non muslims? do you really think that promotes peace?"
"5628","tumi dekhbe toh?"
"5629","tmr performance ar jnno wait kore ache...."
"5630","dada all the best.r mon kharap agami sani robibar tomake dkhte parbo na.but aj fatie lagche tomay...love u dada"
"5631","saturday &amp; sunday tmk khub miss korboo khubbb misss korbooooo eta just superbed show.. excited fr finale"
"5632","tor bhorshate gan ta shunlam.bhabchi ei gan ta ekhon onekei shone ni.khub sundor"
"5633","mouli mukherjee chari dike tui i achis dekhchi"
"5634","ami messir fan. tobuo ami chai cup ta cr7 pai."
"5635","hahahaha nah ami vlo"
"5636","watch o amar priyotoma by rocky hasan &amp; sabrina shoily - bangla song 2016 new hit via"
"5637","nwz er sesh nai.. eider 1st din,2nd din,4th day..sobar anodo protidin ghure..amar anondo goto barer eid 2nd..."
"5638","amar raat pohalo| rabindra sangeet | madhurima sen"
"5639","i liked a video jodi jantem amar kiser byatha (rabindrasangeet)--jayati"
"5640","amar abbu &amp; ammu"
"5641","amar boro vi ar maya.(4 years 6 month) ai pritibita amar sobchaya adorar mamuni. oneak dustu.nijai sari porasa...."
"5642","onkdin por school life er frnd er shate meet krlam.........doa korben amr frnd er jonno."
"5643","psbl na. amr, 16trk kj ase"
"5644","sob pera dur kore aj onkdin por relux holam....akn r pisone takate hobe na akn amr lokkho sudu samne agea jawa..."
"5645","hi! tomar ki obostha? how are you doing? temon kichu kori na bhai, do some shitty web programming and stuff nothing fancy :("
"5646","amk phone diye na pele msg dia din. hoy ghumachi na hoy onno kichu korchi bar bar phn deyate kon lav nai"
"5647","tui toh tokhn ok chinti o nah hehe :d"
"5648","tor subtweet paisi hehe aqedxgyhjjk"
"5649","i liked a video from jodi tor dak shune keu na ashe tobe ekla cholo re - poulami"
"5650","tq ekta jinis notice korecho ? ami hajar chesta kore tomar ashe pashe to pouche jacchi but kichutei tomar sathe dekhe hocchena"
"5651","ami ekhn tomar samne theke tomay mukh bhengchaleo tumi amay chinte parbe na"
"5652","but ekhn ami ekta khub boro advantage peye gelam jano ki ?"
"5653","tomar 500k hoye gele amar je kotoooooooo ta bhalo lagbe ki bolbo , oi 500k r bhire ami ekjon thakbo"
"5654","not in english bt in bengali they were proposed to each other "" ami tomake khub valobashi"" awww those days"
"5655","1st time tumi amaka reply korla ami khub khusi hlam tmr fan hoe..i love u so much"
"5656","ami to download-o parbona:( colors to motamuti taratari sob upload kre dey.oder yt te chokh rakh r voot ta niye dekhte paris."
"5657","ja bolechis!! ha re pelei share kore debo..ami toh download korar apekkhai acchi.. iifa full video ta ber korle valo hoy.."
"5658","ami proper kolkata te thakina..ektu dure.. fs ta ektu asubidha.."
"5659","hahaha ami lakhhi chele lol"
"5660","tumi online eshechile r ami offline chilam...."
"5661","sing daddy ke tor ami sosur banabo out loud as hits theatres tomorrow. ."
"5662","amar kache winner rii and ofcourse priya or silajit da..ami oder r boudi moto amrao upset...ki k"
"5663","mamta didi ami malda thakha bolachi amar beses anurud amaka plise call kruk"
"5664","ami tor swapne churailhoe ese toke bhoy dakhacchi dara"
"5665","atar mane tokhon r ami dekhini ..rolando na khelle valo lagbe bolo...or ja obosta holo oi e bhujche.uff"
"5666","hahaha ami tomake ki bollam dakho ...ami twitter a tweet follow korchi sober .r net khub slow"
"5667","ami er fan na but jara aj k ronaldor chot paowar por khilli nichhilis tader sala 108.... asha kori tora..."
"5668","nah ami biswas kori football-er iswar achhen! aar deserving dol i champion howar khomota rakhe... khele! cr7 er..."
"5669","bujhte parchina destiny amar theke thik ki chaiche and amay kothay niye jete chaiche"
"5670","kaal ekbar hanuman mandir e jabo , giye jigges korbo aakhir yeh maajra kya hai , tq keno kichutei amar sathe kotha bolena"
"5671","happy for you mohilaaaaaaaaaaaa &lt;3 atyo taa happy.. &lt;3 p.s : ebaar amar make up er hacks ke shunbeey :'( :'("
"5672",": 12pm possible :) amar pvr avani ta kache hoy..ota preferable.tomader choice janao."
"5673","... &lt;3 watching ranjhnaa at amar bari :d"
"5674","di vai aj amar bday amaka ekta wish kora dao pls"
"5675","we hvnot done anything.infact kuch akkians to sultan ki coll ko leke itni khush hai lagta hai sallu hi unlogok"
"5676","aj amar nahi aya online :'("
"5677","we hvnot done anything.infact kuch akkians to sultan ki coll ko leke itni khush hai lagta hai sallu hi unlogoka idol hai ;-)"
"5678","amar to golpo bola kaj notey gach muriyeche aaj ebar firi tobe paharer dhal gune-2 kata-2 ghose-2 ule-2 bune-2(bastushap)awesm!"
"5679","tomar pratidiney amar boi-er coverage"
"5680","didi aj amar amaka ekta wish korbe pls"
"5681","akkians, plz ignore dat idiot till 12th aug. nd let rustom rules over mjd. then show him his aukat. rustom ka phatka 440ka jha"
"5682","jeetda tomr movie ta dakhlam amr family satha. awesome movie. n tomai darun lagcha filmtai"
"5683","amr b kicu din age ekta bibahito mohla k whtsapp a aste bochlo. r si karon amk kharap bojhanor jnno amk bolche..."
"5684","dekhli amr kache eseche"
"5685","ami amr choto masimonir sthe pujor fnake;) photo session"
"5686","wow tq after few hours 470k hoye jabe notice korecho ? then after few months 500k r milestone touch korbe tumi"
"5687","sobar age tar por onno serial... age reason ta hche tumi r di.."
"5688","oi chole jacche...tumi to ashoi na go ekhane...gan kemon cholche???"
"5689","ai je kan ta mule debo tomar khub boro hoe gecho na?? tumi amar puchke cutie sister mone rekho."
"5690","tumi ghumobe kokhon ?"
"5691","ekhn to infront of u thakleo tumi amay chinte parbe na , wah besh mojar hobe to jinis ta"
"5692","ok .ki korcho tumi"
"5693","only tumi jano ami kon kheter begun"
"5694","tumi kano jege ?"
"5695","i know i know tumi twitter e oi 114 joner baire kauke cheno na and chinteo chao na, ami obujh tai sab jeneo tomay etto tweets kori"
"5696","ekta sotti kotha bolbe tq ? tumi thik kotobar sultan dekhle ei kodine ?"
"5697","accha tq tumi football or cricket kichu khelte paro in real life ?"
"5698","tumi ki ghumoccho naki vs france uefa euro final match ta dekhcho ?"
"5699","gd n8 dada.tumi ki amar sathe kotha blbe na?"
"5700","dear sanam, tumi robey nirobey,took my away see you tomorrow at kolkata. pls notice meee curlyqueen"
"5701","dada tumi ki kotha blbe na?"
"5702","always khub valo theko tmi family'r sobai ke niye..god bless u. keep rocking.... stay healthy ! take care urself !! love u lot."
"5703","hmmmmmm prem kom hoy tomar??? :-o"
"5704","thanks! tomar chobir poster tio khasha!"
"5705","checked the teaser... jzt fatia ... awesome hoeche aar tomar presence ei cinema ta ke aro bhalo kore debe...i'm sure"
"5706","amar kache winner rii and ofcourse priya or silajit da..ami oder r boudi moto amrao upset...ki kore ghumie jitlo obak"
"5707","tumi pore bolba bro hobe na.tar theke tomar korbar dorkar nei!"
"5708","how is tomar"
"5709","tomar sathe ktha bolte parina!"
"5710","wow ei rokom movie tollywood e first tomar hat dhore ho6e. khub proud feel kor6i mahanayak."
"5711","jisshu da ai vebai agia jao amar ache tomar passa. i love you da tumi amar real hero."
"5712","dev da ami tomar biggest fan.... tomar sob film ami fst day fst show dakhi.... dev da love express kobe realase hobe???"
"5713","ki6u asa ki6uta valobasa tar majhe bndhu tmr basa..."
"5714","dev kelor r moto cinema kore kano nijeke ato khelo bana6o,unseat to ekta bachal and fazil meye take tmr pashe manaye"
"5715","guru tmr joy hok"
"5716","o amake tai naki dakha jabe"
"5717","dada sbai k tag koro amake krle na.plz dada tag koro parle plz"
"5718","chander paher er role er tomake manai tar pore keu tomake eta te accept korbena.ba kono gurutto puro role ei tomake manai"
"5719","jeet da plz ei bb 2mi r host korona..j show te ghumanor janne winner hoyajai sei show tomake deserve krena."
"5720","i get really annoyed .... when people whom i don't know personally they their conversation with "" tui "" ....."
"5721","griezzmann aaj tui angul chosh vai.. hail"
"5722","ronaldo kadche r sala akta gandu boka choda amak phn kore bolche cr7 naki nekamo korche..... tui bara valobasa,..."
"5723","thanks dear ! infact ami agey dekhini ! tui bolar por dekhlam!"
"5724","hahaha hahaha satti bara tor chokh na baal ta tui e janis"
"5725","more jaa bara tui"
"5726","listening to k tui bol"
"5727","egiye de egiye de.. bhijte chai koyek fota tor sathei ^_^ (eta borsha special :p )"
"5728","just a conversation:- france ra tor jonno ki koreche? ronaldo chara ekta er naam..."
"5729","listen ' daddy ke tor ami soshur banabo ' from rustom ka phatka 440ka jhatka"
"5730","now fly in air india at ac 2-tier rajdhani fare: aiming to attract more fliers and achieve higher seat occupancy in its flights on tr..."
"5731","aye buke aye, then chorai toke, then we'll share the money subhajit xd"
"5732","toke daye ke"
"5733","kal esche... o toke whatsapp e khujchlo talk to him once"
"5734","watching ki kore toke bolbo"
"5735","dhukpukuni kome naa, aka prem jome naa.. tai toh toke aka chai, na dhoka debo naa.."
"5736","ami tahole mars theke abar ferot asbo e :p"
"5737","di tumi kemon acho??rply keno dichcho na.. ebar rply na dile khub kharap pabo.."
"5738","u dnt need visa.jst criticise modi and praise the secular (anti hindu).nothing new for u.tke kejriwal also"
"5739","dekhe chho ami tomar shob id te follow die chhi ami chai j tumi tomar shob id die ama k follow dao"
"5740","ami khala hoychi shobai doa korbe jno amr bon o baby boy shustho thake feeling loved"
"5741","moner sathe mon milaiya betha paisi ei mone dukkho boli kar shone ami dukkho boli kar shone"
"5742","ami ranna pari!!"
"5743","i added a video to a playlist ami tomakei boley debo - sanjeeb chaudhury"
"5744","ami aakash hobo - fahmida nabi : wind of change [ pre-season ]"
"5745","asholei! ami nijei to amar aim niya confused xd"
"5746","download ami shei shuto hobo by tahsan tisha new songs bangla notok 3gp mp4 hd video -"
"5747","fm 94.4 ami jake live jassi 6 theke 8 ta porjonto sobai sunben asha kori.. thnx eid mubarak"
"5748","alhamdulillah aj k ami khala holam, amr boro bon er baby holo, baby boy hoyche, mashaallah onek cute hoyche..."
"5749","amar r kam nai. eisob abalder loge ami utha bosa kori na. class matters"
"5750","amar literally mukh kharap hocche haramjada k ami jodi thabraite ekdin!"
"5751","!!! ???"
"5752","how it work?....kmne somvob?.. seriously ami install dici call dey taka kate na"
"5753","era goal dey na kere ami ki ghumamu na....? watching vs france"
"5754","era goal dey na kere ami ki ghumamu na"
"5755","eije hello? just because ami majhe majhe tomar sathe raag kori it doesn't mean ami tomake kharap bhabi or something. stop it!"
"5756","amar ma matured hoye geseh! :3 akhon ar amar hatey phone dekhle chillay nah xd kintu majhe majhe eituk jigesh..."
"5757","i liked a video tomar amar valobasa"
"5758","amar icche kore na bangla eid ul fitr batok 2016 ft shokh &amp; mosharraf karim."
"5759","i liked a video from bangla new song 2016 | ekla amar dol by asif akbar | studio"
"5760","bro apni relate parle amar dosh nai :3"
"5761","tumi amar emoni ekjon"
"5762","amar amee......"
"5763","oi ai pic koi paisos,,, amar alakar maiya"
"5764","i added a video to a playlist dil amar by tanjib sarowar -official music video-1080phd"
"5765","amar poribar"
"5766","posted a new song: ""o amar priyotoma by rocky hasan mp3"""
"5767","added a new video: ""o amar priyotoma | rocky hasan &amp; sabrina shoily - bangla song 2016 new ...""..."
"5768","added a new video: ""o amar priyotoma | rocky hasan &amp; sabrina shoily - bangla song 2016 new ..."""
"5769","_ _ _ _ _ clue : matha noshto then nishur ans peye amr matha noshto hoye gelo!! college hok r jai hok always..."
"5770","sudu ki pasa ;) voda soho sara dudh hatabo re amr dudh dawa gavi"
"5771","baadshah,,,don baadshah amr nam...."
"5772","home page"
"5773","hoise khushi hoisi france amr b***l"
"5774","baal deserve kore..amr baaler team...tarcheo madarchod franssss"
"5775","isssh voda chatbo paa ta ektu chegaa khanki amr!"
"5776","dhaka sohor aisa amr asa furaise mnt asa furaise...."
"5777","2002 and 2006 world cup e amdr mohollai ektai france er flag chilo, r oitaa amr chilo , ami chilam zidane er fan..."
"5778","jhulaya felse onek tah ;) ami tipe pishe aro jhulaya dibo amr khanki magi tah"
"5779","harami ki upload disos eida? izzat dubaili amr -.- delete kor"
"5780","dekhmuni ki baal ta ultao tumi -_- :?"
"5781","gorecho tumi ei prithibi jahan | bangla islamic song | by redwanul haque: via"
"5782","gorecho tumi ei prithibi jahan | bangla islamic song | by redwanul haque via"
"5783","i added a video to a playlist gorecho tumi ei prithibi jahan | bangla islamic song | by redwanul"
"5784","download tumi chara arfin rumey new song 2016 cmv 3gp mp4 hd video -"
"5785","valo. tumi kemon aso?"
"5786","i liked a video shei tumi - ayub bacchu with taposh : wind of change [ pre-season ] at gaan b"
"5787","i added a video to a playlist ""sei tumi keno eto ochena hole"" subtitled by arindam dutta"
"5788","uff chacha tumi ki ja joss byke niya maro joss joss pose"
"5789","i didn't say tumi amake kharap bhabo but okay."
"5790","oh wow and i never thought tumi amake etto bhalo jano :3"
"5791","tumi etaw notice koroni.... shei kbe theke ektu dekhte bolchi....."
"5792","allah aita tumi ki korla.......... cr7 ke injured kore dila.... akhon kivabe ki hobe........ amra ki jitte..."
"5793","ole ole baba re kotto cut lagse ...dear my crush girl....sabila nur a to sundor keno tumi ....."
"5794","despite last-second drama, ufc 200 was everything it needed to be"
"5795","aree tmi twitter ew aso ;v"
"5796","i added a video to a playlist somudro ki tomar chele -"
"5797","i added a video to a playlist tomar jonne by sajib das ft abanti shithi [full hd] | official video |"
"5798","tomar ki cake vallage naki?"
"5799","have you heard tomar jonno.mp3 by arnob on"
"5800","tomar time kothay giyeche??!!"
"5801","tomar akta eid pic deba nake cute girl how abt um not interested?"
"5802","you deserve it &lt;3 jak tmr retirement nite hbe na ;) &lt;3"
"5803","dev.......... matroi tmr ktha vebechi..."
"5804","merelu amake merelu"
"5805","want to stay with u abba... forever... don't want go anywhere from here...abba amk rekhe miss you a lot"
"5806","amk mairalao.... :'("
"5807","amk chae :)"
"5808","ei jonnoy tui batari"
"5809","ballon do'r o tui paba jaan"
"5810","tui mara kha :|"
"5811","tui chinos nai ekhono? :3"
"5812","tui chinte paros nai for sure kintu you follow that mofo as well! dekhlei thabraite iccha kore abal maal ekta"
"5813","koi isos tui eta bangladesh :d"
"5814","dudh er moto fok fokaa sada kam rosh diya tor tosh toshaa body taa powati koira dimu re ekkere bby no tension ;)"
"5815","2 lewrar gutay vodar pani te gosol korabi basur r goyal er dhon ;) r upore tor buk chuse mukh vijabo sal dudh diya"
"5816","tor moto gavir dudh namanor jnne pakka hater goyal howa lage reh ;) buker kapor soratee jate dudh dowani jay amn"
